topic id,Connected nodes
397,"[  85    1   16    4   61   40   67    2   11   49    8    9   86   64
   72   29  164  108  158  142   14   19  100   65  167  265  236  240
  204   43  267  283   37  279  304   91   84  287  317 5359 5082  288
 4873 2220 6112 3143 6111 6209 6117 6208 6218 6244 6317 7424  353 1558
 6254    0 6249 7816 3721 8026 7636 9446 6113 9112 9605 9510 9335 9571
 7504 6260 9174 7760 8232 9288 9617 6359 7543 9626 9267]"
402,[91 86  1 49 84  5 16]
435,[  67    7    5   61   49  142 6209 6122  130  288 6249]
469,[ 91   9 101  56  65]
406,[ 85  61  40  49   7  16 111 267 158 236 129 298 287 279 299  37 108]
407,[ 7 44  4 49 67 14 91]
413,[ 61  49  67  64 152 159 164   9 158   0]
409,"[  84   56    5   91    2   49    9    1   13   61    4   44   23  152
  142  146  130  158  108    8  182  191  161  261   72  114   14    0
  125   16  271   67  151  887 7567 6712]"
419,[  1   2  49   7  35 108   8 158  16  50]
647,[  0  67   7  53 132  85  72 146]
412,"[  89    1    4    2   61   81   16   85   23    7   72    8    9  130
  144   40   49   64  142   13    0  161  164  158   43  174 5590 5805
  132 2082  288 5779 6099 4151 6113  274 6117 6168  283 6192 1986]"
483,[111  40]
410,[35  1 49 23  8  7 16 29 14 17 68]
568,"[  16  108   14  130  144   85   35   13    8   56   67  168  288 2306
    0 7635]"
411,[ 67   4   2   5  61  81  16  91  64  40 164 161 184 279 283 246 287]
427,[  5   7  13  89  16  49  67  56  19  86 258 255 283 315   9]
416,"[   1   89   40   49   14   16    4    7    5   68   11   13   53  108
    2   35   10    0   29   44    9   54   25  100  129  132  131  130
   84   63  140  142  101   72  161   67  164   65    3  158  197  184
 1558  168  114   56 2820 6113 9679  293  279  298  204  329  246  495
  319  342  660  266 1109  317 1772  152  146  288 2082 2099 2205  283
  208  333 2306 1986 2075  188  274 7600  281   28 2889 2170 3491 9583
 4151 1066 6117 6115 6155 6151 6120 6168 4873 6122 2392  821 7543 6271
 6322 6359 2037 6249 9288 7481  353 7636 6278 7424 9353 8212 7816 9626
 9210 7508 7903 9240 2220 7346 9393 9463 9334 9174 9496 7643 9335 9503
 8232 6269 8192 1209 9144 8165 9555 6274 9475 9590 9551 9634 9620 7760
  104 7504 6237 9149  125 9571 9612 9482 9668 9217 9534 9521 9784 9606
 9519 9728 9673 9304 9863 9866 9872 9476 9584]"
6189,[9916 6269 4873 9304 9940 9622 9288 9769   56  281]
5571,[7636]
5403,[9576 9144 7481 4873 9446 9503    1 9335 1558 9568 9519 9288 7962 9548]
5342,[9503 9551 9476 9217 1558 9288 6359 7636 7757  293 9549]
5232,[9149]
5048,[   1 8346 9592 9571 9393 8816]
4193,"[   1  132 7481   49 7636 6260 3491 3721  333 7846  287 6144 7816 7600
 9256 6113 9475 4873 9384 9288 9152 9144]"
5155,[9481    1  281 1558 9475]
4375,"[7903  353    7 9475 6260 7986  293 7346 6321  130    1  288  164 8816
 8698 8133 6113 6278  274 7719 8117 1558 8650 9446 9144    4]"
3358,"[ 287 6168 2220    2 6269 6151  132  130 6243  283 3721 6254 1558  288
 6321]"
3325,"[6321    4  288 6117 6269 6278 3143 6106 2220 6431  274 2392 7816 7636
 7346 1558 7720]"
3230,[6149 6168 2392]
1900,[  44  333    0  283  281  101 1986  287  315  353]
415,[ 13  64  91  84 158 159 130   9 161 146]
417,[ 91  11  13  56   3 101]
414,[49 23 64  7]
421,[89 14  5 49  4 11 53 16 37]
420,[ 0 89 40  9  1 13 67 14 49 81]
422,[94 11 84  7 14 49 81 91  1 79  5 16  3 64  4]
423,[94 67 84 49  5  7  9 89 91 11  4 16]
424,[94 84 49 14 81 16  7]
429,[  7  49  67  64 130]
512,[ 91  67  84   9  61 142]
490,[  4  49  16  64   5   1  61   2  13  14  53  44 132 130  63 108  11  68]
430,[16 14  7]
445,[16 49 35 14  7]
439,[40 56  1  0]
438,[67 40 49 16 14]
440,[  67    4   64    3    2   37   17  168  293  267 6149 9475]
565,[ 61 101 140 131  67  49  10 130 143  23  14   0  44 108  48]
441,[ 49  61   5   2   7  14  16  79  81  85 152]
1922,[   0    7  288 1578]
749,"[132  54   2 143 151   4 130   7 161 101  23 167  65 164  16 146 125 108
   0  49   9 252  67   3 100 261 298 372 255]"
1225,[ 267   67    0   85   64  130  320  315   91 2099 6278]
444,[ 61   7  68 112   9 114   1  91  84]
446,[14  2 61 35 79  0]
448,[ 1 16  3 35 85]
449,[ 11   4  44  54  64   9  40  67  49   1  72 112 129]
451,[67 49 16 64]
467,[85 35 17  7]
466,"[  35   13    1  101   67   85    5   54   16   91  108   49   68  142
  104  130  168  255 2037 3491  274 5305 2392  821 2306 5805    3 6278
 6117    7 7481    0 7816 6269  132 4873 7600 6260 7986 7543 8260 9393
 7636 9174 1558 9144 9288 9475 8736 8232 9504 9503 7757 6359 9496 9692
 9679 9534 9571 9784 9304 6155 2750 9792 9211]"
452,"[  5   7  16  49   9  11  79   2   4  44  61  40  29  35 100 101 143 108
 161  67 130 158 230 362]"
1899,[ 208    0  281   56  287  293  161 2351  288 1104  342]
457,[ 9  5  7 16 61]
551,"[  84  140  132    2    1  125    7   53  108  130   40    3  168   91
 1104   49 2209 1066 7846 2306]"
453,[100  67  16  49  54   9   3  85  53]
455,[  1  49   9 100  79]
456,[101 100   1   5  40  16  67   2  49   9  56  35  14  65]
458,[ 49   1 132  53]
1010,[ 28 261 150]
644,[144]
459,[ 1 16 49  7]
576,"[  40  143    4  132    7   84   85  114  130  144    0   35  158  288
  299   67  991   49 2209 2037   86 2306 6113 6168  168 6144 7346 7504
 7986 9335  333 7719 9176    1 8018  353 7903 7643 8192 7543 9636 9679]"
493,[  1   5 114  72]
460,[40 49]
1884,[1772  353   72  287    0]
468,[ 16  85 100  14   5  67   9   7  49]
494,[40]
462,[  1 101  67  49  16 100  35  14  11  65   9   4  13   7 167]
463,[104  67  49   1   2 101   9  56]
848,[  91  267 2099 2220    0]
470,[  9 101   1   5  14 100  11  23 159]
471,[  7  16 101  40   2  44  49  65 100   0   9]
520,[  1  72  19  40  35  16  49 101 302]
477,"[  40   49    9   13   56   84 1109    4  317 1074  945 1104  279  288
    0 6254 6278    1 6168  130 6359 6235   16]"
472,[40 79 84]
510,[ 11  53  67 101 108  23   4  16  65 164 143  64  43]
473,[  1  40  11 100   4  65   2 144]
481,"[  85    1   84    5   61  111   56   14   64  108   40   23  152   49
  125  142   53   35  151  358 2099 9728]"
3985,[7636 1558 7740 7643  288    4 7481 7739 9475]
476,[  5  65  11  40   9  85  67   1  49  84  19  54 108  14 112 114  16  44]
1849,[  85  188    7 2306 2099   65  255  342 2319  101  146]
478,"[  40   16   54   49   44    1   13   84   85  101    3    9   53   19
   94  114   23  129 2113   56 2099  283  255 2336 1104  857 2392 2027
 2075 4151  342  288   86 4720  274  315  329 9475 6321 7636 7892 7846
 6260 6144 6106]"
480,"[ 11   1   2  44  14  49  61  64   9 265 130  16 271  25  37 288 240 279
   0 158 296  72   8 161 266]"
479,[108  14  67  49   3  13  84 101 100   9  35]
492,[114  40 101  14  56  53]
482,[111   1   7  14 101   9  67  40 108 100  53]
487,[111  64 108   5 182  53 283]
486,[1]
485,"[  85    1   14    9   40  108    5   64  100   16   49   86  114    3
   91   53  104  132  131  158  159   17   23  167  138  255  236  293
 2319 2075    0    7  161    4  288 1066 2099  188   29   44 1558  315]"
488,[111   7   9  53 173 161 182]
489,[112   2 108   1  85   9 101  40  49  67  72  53]
502,[ 68 108]
495,[ 40 114   4  91 279]
542,[ 49  40 132 112  64  16   9  91 146]
498,[100  64   9  56]
496,[108]
497,"[6290 6207 7504  108   29   61    5   13   14    1    9   49   68   25
  146   53  132  167  130 6310   37   67 6278 1209  288 2113  283  150
 2392    3  329 6208 1066   16  168 7405    0 6271 1558  281 6269 7816
 8816 8736 2170 6113 9334  293 9531]"
499,[ 49 100  67  14 108  64  13   5  11   9  65   8 142 158 130   4 159  37]
4280,[3491  131 7760 2220 7958 1558 6321 7719]
501,[  0  49  11   3  44  61   8  53   1 114  35  40  84   4 101   9  13   7]
511,[  0 100  10  16   7   2 114  53   1  67  14   9 101  40  61  49  56   3]
677,"[  3  61 143   7 142  54   8 164 132  11  53  65  14  25 140  16   1   2
  29  56  84   9 161 151 101 158   4]"
503,[68]
515,[ 29  84  16  44  53 101  14  40  35  64  54 130 131  23]
505,"[   5   40   54   11   14  114   53    1    7   84  101    4   44    9
   49    2   56   64   35   13  288 7600 7504]"
506,[67 16 64 85  9 14]
507,[64 16 49  9  7  1 53  2  4]
509,"[  0   2 108  16  10 100 114   1  85  40  11   4   9  67  56  72  14 101
   3 112  49]"
1873,[   7 1986 2345  132 2099   28  315 2037 2296   35  283]
553,[  7  61 142]
555,"[   3  108   14  130    8    7   61  182  161  164   84   13  101  188
   23   72    2 7346 2220 6144 6359]"
517,[ 91  13   9 101  61  49  53 108   4]
1070,[281  16 132  72  14 279 130 164 246 100 161 146 158  67   0 287]
519,[61  1]
522,[125   1  53  16 101  67  49  61 100   9  35 131]
532,[ 132   84    1 1104]
524,[129  13  16   2   3   7  53   1  11   9  56  67  84  35 132 100   0]
523,[   1   53  100  125  302 5805]
525,[108  85   3 150]
526,[ 29 108  53   1 114   9  67  44 158 142 146 130  14]
528,[130  61   1  49  53  16  13   2  10 129  14 131   9]
527,[131  49  16   1  53  35 129 108  14   9   8]
530,[  1  53  19 125]
529,[ 68  94   7   1  10 132 108   3  11 114  23   9  85  40  49 142]
531,[132  16  10  53 129   3   9  72 131   7]
533,[1]
534,[  53    1  125 5805]
625,"[132   1 160   7  44  14  54  16  49 130  61 159 125  53  13  65 258   9
   0]"
5043,[8346]
537,[133 125  53   1 132 129 108  16 114  56 131   9]
538,"[134  84  10 130  49  53   1  13   7  14 131  44 125  68 108  40   9  16
 132 101 161  17 146 158 159   0 182]"
560,[ 132   16   14   68   49  130   40 1209 1558]
540,[  1  53 125 138]
583,"[7567  134    7   61   91  152 2336 6209 9475 6149 6249   16  274  958
 1209 3721 6120 6106]"
541,[23 16 67  9 49]
772,[174  65 130  11 101  43]
543,[132 131  53 112  16  44   9 130   7   1]
544,"[ 104  132   53   44   84   13   14   16   64    2   91   72  158  267
  271   43  151    7  283  108  274 1578 9475    0 7346 7636]"
549,[140  40 134  49 108  84 131  67 125  13   9  22]
548,"[ 134   53  130  108   40   25   85    2   84  125   91   14   44    9
   49   64  140   61  132   16   23  152  158  159  151   54  161    0
    1 3721 7760  288 8650 9458]"
546,[130   1   2  67   7  44 152 173  72  16   9 161  13 132]
1857,[2037 2099  288 1209 2351    4 2349 2275    0  274 2288 1793]
550,[108  14  53  61 130 131  35 164 184  91  37   4 446 805]
552,[131 108 125  14  67  64  16 130  61  53  91   7 140   3   8 142]
554,[ 16  14  67 130  64  72   1 173 261 281]
557,[142   1  53  35 132 140 125   3 134   9  67 108  72   8]
556,[  0 130 132  29  61   7  23 158   4 108]
559,[61  7 23 40]
558,"[6168 6120 6359 6290  108   11   14    1    2    4   44    7   19  125
    9   49   64    0   68  140   54  132  130   17  159  173   72  100
  164   37 6310  304 2183   67 2205 2099 2037 6207 6155 6208 7427 3721
 4873 2889 7504]"
561,[   1  101 6117 9636]
5744,"[6321 9583 8816 1558 9571 9727 9636 9335 4873 7481 7643 9668 7543 9620
 9503 9679 9681 6269 9496 9334 6208]"
562,"[  9 143  16 132  56 140  67  10  22  53  13 101 125  35  84   1  54   8
 130  14  40 100  44]"
563,[85  4 56]
564,[23 61 16 14 56]
662,[61 53]
596,[150  14   7  49  16  64]
586,[91]
569,[ 17 132  14 108   9  35   8  72]
601,[152 146  67  44   3 130  35 151  16 100 108   1  53]
567,[65 16]
575,[  9 144   4  16 132 140   1 101  84  40 100  53  14  67 130]
570,[  4  16 142 130  49  29   1 131  19]
573,[23]
574,[1]
577,[  40   49    7    4   23  159  152   16 6117  288 7719 2075 3721    1]
599,"[ 64   2   4  16  91  49 129 130  53   1   9  14   8 132  35   7  44  67
  68  11  54]"
580,[132   9  68  49   7   1  23 130 108]
585,[ 23  14 142 152 130]
582,[ 138  132  130   53   29   44  142 7508 7636 7846 8346 8982]
621,[159 130   2  16   3  67  14 142   1  61  53   7 132  25 144 152 182]
581,[  9   1 100  23  67 130  17]
584,[ 23  16 130  61   7   9]
587,[ 16  67 130   9]
589,[108   7  91   0]
591,[150  85  16 108  40 143   7  67  72   9  53]
600,[152  16  67  44 130 146 151  64 100 101   4  56  53   9]
593,"[ 143  114  108   67   61  142   63    9   14    8   72  158    7    0
  175  315 1109  304]"
594,[ 65 130  16   4  64  67  23]
603,[108  49  64 158]
628,[ 44  16  61   2  17   7  14 130   9  49 151 158 108 146]
598,[  8 151  16  85  67  44 130 146  35 152 100 101  53]
658,[23]
610,[ 91 140  61  16 142  44   4   2 108 151  40]
602,[ 35  13 108  64  14  61 130  91 150  49 142 158 164]
604,"[ 108   61  143   14   16    1  130   91   19  152  142  146    9   49
   53    4   64   40  158   17  161  164  184   67   72   84   43  132
  261    2  246  151  266    7   10  101  240    3   37  287    0   85
 2099  288 2351  269 6115 6317 6168 7508 7953]"
6173,[9930 9679 6155]
606,[ 67   7   4  61 152]
643,[ 23   7  16  35   9 100  61  63]
915,[  0   9 101 230   1 108  49   7  54]
611,"[   9  108   67   16  142  100    1   91  132   19   53  112   11  164
    7  183  130   13   49  161  129  151 2871 6117 7986 7600 7508]"
620,[142  16  67]
612,"[108  61 130  84 142  67   1 101   9  56  72 132 100   4   8  14  35 158
  16  49 358  85]"
653,[  9   0  61  67 108  16   3  49   7  14 279]
613,[157  67  53 151  56  68   9 100 108 146]
614,[ 67   2 161]
615,[152 134  61   9  14   4 130  19  91]
619,[ 16 159 130  19 158 132   0]
616,[68  9 67]
617,[ 91  64 142  13]
618,[  1  53  49 151 159 132]
629,[130  61 152  49 125   7  16 159 158 114 161 281  67 188   0 132]
622,[158 142 130  49   2  61 159  53 132  67  13  35  17 151]
624,[   7   16  132    3    4  100   11 2082]
665,[ 23 142  35 326]
631,"[  1 132 100  16 108  14   4 130 143  49  35  67  61  11  64 151   7  65
   2 161   3  13 101  54  72 146 142  44  28 197 182 191  10  68 125  53]"
641,[23  7 65]
633,[ 17  61 108 130 164  35   0  49]
2143,[ 287   13 1986 4339   53  353 2209 2082   56 2220  158 5590]
634,"[161  17   8 100  10  35 151 142  67 130  16 140  61 108 143 125  72  53
  13   9  22 159]"
639,[  7 150 152  40]
636,"[ 163  100   16  130    1    2   40  125  143   44   49   11   65  101
 7946]"
640,[164  64  67 146   1  16 142  17 161  35  53   9]
642,[23]
661,"[  67  132   53  100    1  125   16   29  261   84   43   56  130    0
   49  161  246  227  263    3  207    4  240  279  274  422  239  204
  146    7 1109 2099 3491 6117 5343]"
645,[  49  144   13   40 6102]
648,"[134 114   7  54  25  40 161  91 159 140  23 144 152 158  14  61   2   9
  44   0  29 130  43 227 246 261]"
1962,[2275 2256   49    1 2075    2 1558 2288  288  283    7  130   16]
3738,[6278 6269  287    4 2392 6168 6321 8117 2170    2  293 9475]
649,[130 161 152   7  29]
651,[ 91 140 159]
654,[0]
1706,[ 49 287 317 188]
657,"[ 161   54  164   23   29   44   53   19    7   35  132   14   22  100
   13   56  152  101   16   63  255   72  236    2  261  246  125  279
  146   67  302 3491 7346 6235  353  207 1558 7508 9475 9393 8736    1
 6155 9335 8232 9605 9144 9620 9304 9905]"
660,[140  61]
663,[167 130  67  53   1  72  13  16 125  22   9  10   3 100 161]
664,[168  67  35  53  72 100   9 146]
670,"[ 108   91    9   61   14  130  140  142   35  151  143   49    7    8
  112 8001 6260  288 8153   68 4873]"
2537,[  16  130 6103   67 6117 2820   56 5305    2 6120  342  333  168 2392]
751,"[ 11  44 164  35   9 151   4 182  14  49 132  16   0 100   1 143 161 184
 112]"
666,[23]
2363,[   1 5899  288 5779   53 4151 2082]
668,"[167  91 161  64   7  61 140  72 157  16 142 173 146  53 130  49 158  13
 255 261  85  84 317   4  37  67 287]"
672,"[ 161   61    7   16  142   67   84  151  298  283    0 6111 6117 6237
 6115]"
671,[  7  23   9 152  44  49 142]
673,[ 85   9  40 168 190]
683,[  0   4 161 132 140  53  67  56 143 167   9]
691,[ 65 130  61  16 143 167 101  11 132   9   7 161 174]
674,[167  67  91  65  56  84 329   2 132 317   0 563]
675,[ 91 167 236]
1885,"[   0 2220 2296 1812 1772    4  130  132  255   35  204    7  158  274
    1  188  112    2]"
706,[13 91  0 16]
676,[161  49 144 140 152]
1319,[ 67   2 161 158 132 283   4  14 335 130 255 287 317   0 206 315   7]
678,[143  67   7]
679,[161   7  84  91]
693,[1]
680,[91]
681,[ 91  13 878   0]
682,"[ 14  29  72   4  11 130  67   9  53 151  54   7  44  56 143  16 101 132
  63  13 146]"
684,"[ 161  167  157   91   49 6278    1 7508  283 6144 6712 7481 7875 3721
 9475 1558 2306 7424 9393 7346]"
4239,[7636 6113 6321]
685,[  7   9  14 134 152]
690,[ 91 161 130 164 157]
957,[43]
688,"[132  61  29 130  11 143  67   7  49  16  54  65  72  35  44 140   2 125
 164 188 206]"
712,[ 67 161 101]
692,[173 143  67 130 161 151  44  72 167  53 146  56   9]
713,"[  0 164 132 161 140  14  54  67   2 146  49 130   3  16  11   7  56  91
 101   1   9  13  35]"
694,[174  67  53 143 146  72 161   9  11 130]
695,"[ 317  130  143   61  158  161   16   67    0    2  261  281  132 1578
 1104]"
698,[  0   4  67 132 130 142   1 129]
696,[175  10 142 157  61  53  72   3 161  67  49  14  13  91]
697,[152 130  44  84]
699,[  0  67 132 175  13  25  61  16 130   1  53]
5764,"[9679 9353 6155  132 7543 6151 7600    1  293 9694 7508 9288   68 2889
 9583  168 4873 9876]"
732,[158  61   7 161 143 132   9  67 151 130  56   2]
931,[  85    7   13   28 1066]
733,"[ 164  100  140   16    7   61  151  158    3  101   49  188 5333 6113
 2820 9327 9548]"
701,[ 132   25 1104 2306   16 2082    0 8060 8153]
703,[ 16 161]
704,[  0  67 161 130   1 175  25  13  53  16]
710,[   7  132   13  101   56  161  158  236 1109 1772   50]
813,[ 91  72  61 132  64 164  29]
711,[ 48 161   7   9  13   1  35 132  14   4  49 158   2  91  43   0 130]
707,[  7  61  65 206   9 198]
708,"[   7  132  130   67  101   14   72   11   49    4    2  161    1   13
   16  168  266  281   29 1744  133  333 2075]"
1641,"[  35  161  805   91   16   37    0   67  130    7   29   84   13   49
 1744   14  101  335]"
771,[ 29 132 143 101  53   9   1 161 182  65 197]
722,[183 130 132   4   7  44 161  16   9 164  67  72 146]
714,"[164 161 140   0 132   1   7  84  91  49 130  11 142  35 101   2   9  65
  13  14 182 125  53   3 446]"
715,[132 167  16   1   7  49 130  56   9  67  35  25 142  53 161 100 139 190]
720,[161  67 130  65 183  37 320]
719,[182 101 140 161 164   1 125 100  13  72 142  67   9 146  53   0 158 130]
717,"[  84  130    1  140    9   14  132  167   13   35   54   11    7   72
  164  143  114   10  240    2  261   49  271   43  129  101   67  146
  125  246    3  204  158  279   53   65  131  161  315    0    4  317
  283 1793 2075   56 1558 2099]"
721,"[  35    1   10  100   63    9   91  164  132  130   37    7 6310 1558
  287 6155  353    0   56 7636   49 3721 6260 7816 7424 6113 8165 9267
 6269]"
4716,[9112 1209 9109 8133    1 9475]
4342,[7719 6249  274 6278]
4097,[1 0]
770,[  0 132 164 197 143  53 161 146   9  67  65  16 101]
725,"[ 161  182    2  130   84   14  164   67   61    1  132   16   40  146
    9  158   91  183  184  190   37   72  261  267  271  287  279   17
  108  317  320 6209 1066 6208]"
723,"[ 16 101 130 132  14  53   4 100  67  19   9  35  84  61   3  91 112 161
   7 173 174 158  49]"
724,[ 19  61 130  16  14]
726,"[  84  130    2  164   35  142  140  161   49   14   16   10   61  151
  125    3  158  182 1014 1080]"
727,[184 130 164  16 161 151 143  84  53  72  67 167 100   3   9]
728,[ 53 182 101  72  67   1  35]
1895,[ 288  132 2306 1109   49  333  287  168 3491 4873]
729,[130  14  53  61 132   2  72  91  19 151   7  67  56 158  29]
730,"[  56  161   53   84   14   16   72  130   61  132    9  151   67  140
  182    7   91  101  143  315 2392 2809   65    4]"
812,[ 91  16  28  61 130 142 132   2]
3663,[6254 6168   49 7346]
3660,[   4 7346 7508 6168 1558  288 7496 6106 6260 6144]
735,[182 130 161]
739,[ 85   4  67 101  14 161  19  16 143  11 130  56 236 168]
736,[173 130  44   0]
737,[ 84  11  61 164  16  49 158  14 142 130   9   7  29   2 161   4   0 283]
738,[ 61 164  84  14 132 161  67 130   7 184 158]
740,[  0  14 161  53  67 132 143  72 182 130 146  25  56 158]
741,[ 16 182  44 130  72   0 142]
1024,"[161   3   0  67  14 204   2   4  84 158 100 146 164  49 130  72  53 246
 208  91]"
743,"[  68 7508    1    7 1986   67 6168 7543  333    3  274 6249  319 5359
   56    0  130   11  140   84  132    4   29   44   53  197   16  158
 1558   49 7481  206  298   54  100   13    2  161  114  101   65  151
   14 9679 9217  261   72  129  279  283  108 9393 9690  266  329  168
  246  495  805  317  331 9288 1772 9571 7846  208 2099  293 9622  288
 2082  239 1793  342 1109 3491 2075  281 1209 8232 4873 4720 9940 2392
 5805 4151 9872 2820 9446  125   25 9916 2306 6117 6111 6120 6106 6113
  991  131 6145 1066 6254 6122 6151 2037 6208   86 3721 7346 6266 6269
 9210 6134 6322 6280 6155 6359 9475 9876 7294 6156  188 6278 6235  887
 7504  353 7575 9174 9334 7643 7636 6271 7720 6274 6310 7800 2170 6260
 7719 7600 7986 8159 8165 8140 7816 7903 9674 7760 8133 8117 8060 9176
 9144 9267  164 7424 8212 9353 9240 8192 8346 9304 9112 9503 9496 9521
 8102 9491 6237 9531 9551 9548 9586 9584 9620 9510 9583 9606 9636 9612
 8059 9149 7757 9727 9720 9668 9555  326 9784 6321 9807 9388 9673 9863
 9534 9514 9363 9634 9905 9950 9943]"
