topic id,Connected nodes
2881,[168]
2884,[   0  132    7 6168   49 6198   16  329 9475 2075]
2945,[6117 6190  130  287  168]
2886,[ 132  333 6115 6198  288  353 6168 6217 6290 6113   16]
2890,[ 130  329 6115    0 6117  505   16  274]
2887,[   0 6117  821]
2889,[   0  288 6117 6144 1558  329  821]
2894,[ 329  288 6190  805 1066   49  130   16 6115]
2893,"[1558   49  505  821 2288  329  287 2075  342 2082 6198  333 6168   16
   44 6190    4  130 6117  861    2 1066 3721  288  204 2820    7 4873
 6120   35    3]"
2895,[6117  329  287  821   49   16    7]
2911,[6144 9475 6155 6117  329    3  287 6168  274]
2948,"[6096 6239 6117 6122  132   16 6217    7 6149 2288  287 6190 3721 2082
   49 6168 2820 2750  281 6198 6144 4151   67]"
2933,[2075 6117 6217  288  821 4873]
2917,"[   0 6117 9475 6155   16   67  132 6168  204 5343 6278 9654 8212 9150
 6260 9240 9620 9267 6322 7481]"
2916,[   0  130 6117]
3000,[ 353 5343 6144]
2986,[ 283    3   49   68  821 3143]
2980,[ 288  283  287 6113 6122 3143  130 6278 6976]
2921,"[ 353 2306 6117 6134 1209 6235 6155 6115   16 6168 2820  130  288 2288
   29  101 2220 3491]"
2973,[6247 6117   16 6168 2820    7 3143   54 6207 2220  274  281    3 6113]
2930,"[6117 6155    4  821   86 2220  281 6218   16 6096 2082  293    2  287
  158 6207 4151 9475  887]"
2931,[ 326 6117 2820  274]
2936,[   0   16 3721    7 2037 6115 2082]
3006,"[2082    7 6144 6117  821  288 1066   49   16  132 3721 9475 6168    0
 6237 8113]"
3007,"[   0 3721 2306 6113 2075   67 6117    3  353 6120 6209 6198  293 6266
 9475]"
2940,"[   1 7496   49  130    7 6168 2220 2392 6122 6207 6134  274 6120 3143
  821  288  287    0 6260  353 6359    2 6149]"
2941,[   0 2220   86 2392  288]
2942,[6122   86 6106 6207    0 9475 2220]
2943,[6237  130 6155 6122  281 6235 2392  288  287 2820]
2944,[6237  130 2037   86 7816 8018]
2946,"[9475 1066   16    7   49 6190  274   68 2820 2288  333 6117  288 2037
 6209 6168]"
2950,[   0 6145  132   16    4 3721 6198    7]
2951,[6237   85 8018 8059 8346 8133 7816    1 2306 9174 9515]
4937,[7508 1558]
2954,[   0 6217  132  805 6117   67    3]
2956,[2820  132 6207 6117 4873 6243 2220]
2972,[6117 2306  132 4873    3  287 9475]
2957,[6117  132   86  288   49  287]
2975,[6117]
2999,"[6117 2392 6247 1209 6198    2  333 6254  130 6113 6145   67 6144  281
 2306 1066    3 2075  132 6134   56    7 3721  293 6120  288    0]"
2960,[6117 3491 6244    7]
2961,[6235  132 6117 6208   67 6207]
3008,[6260 6113 6122 6117    3    7 6120 1066 6168  288   86 3491]
2967,[2075  333]
2968,"[6237    7  130 2220 2288 1066 6207  288  333   16 6117  274 6247    3
 6321 7719 6113]"
2969,"[2820 1558  281    7  130 2220 2082 6113 6198 6168  132  168 6207 6247
 6117 6120]"
2971,"[ 281  805 6149  158 2075    7 6122  287 2392 6208  288  204 2037  168
 9475]"
2979,[   3 6249 6145 6113    0  287  288  130 6117]
2995,[   3 6243 6117 6155    7  130 5343   16 6115]
2984,"[  56  130 2082 6117  287 2820  132 1209 2306 5343 4873 6113 3721 6120
    3  281  101 2037   16   44 2750 2288 6208    2 1066 3491  293  353
  288    7 6168   25 1986 7294 6145 6254    0  274 1558 7719 7481 7346
 7846 6106 7504]"
2981,[   0 6249 6217 6117 6176  805    3]
2983,"[6217 1209  287 5973 6113 6207    3  130 2392 6144 6168 2220 6120 9475
  958 2082 5343  164 6208 6269]"
2989,"[   2    0 9475 2220  158 6237  132 3143   16  887 6322 6359 7346 6235
 1772  168 7846]"
3009,"[6113 6168  130 3143   16    3    2  132 4873  274 6149    7 1558 6120
  287 6269 6306    0 9475 1772 6271]"
2996,[6155 6145 6117  821 6120   29]
2998,[6115  132   16 3491    4 6155 1066 6134 6168 2220 6244]
3001,[9475 1558    4 6120 6144 6106]
3002,[168]
3003,[3721 6113    4    0  287 3491 2220 6235 6168 6120 7958 1558]
3004,[  67 2750 9475 6120  164 6290 6321 7888 8102 6113 6269  274 9883]
3010,[ 132 6120 6168    3  130 1209 9475]
3011,"[6258 3721 6120  132 6168  130 1066 6198    7   16 6144    3  288  204
 6310  274]"
3012,[6117    7  287 6198 2220 9475]
3013,[3491 6168  287 2220  274]
3014,"[ 287  132   16 6117 6155  353  130 5343 3491 2037 1558 6120  288 1209
 9475 2306    0  274 6122 6113   54  150  283 6198   29 2392 6208 6266
   49   67 6290 6247 1986 6321 7504 7846 8192 8310 9144 8102 7405 9263
 9692 9679 9571 9534 9503 9149 9668 9719 9393 9568 7643 9521 9681]"
3015,[ 287  132 1558  288 6120  158 9475]
3018,[3491  287 6198 6155   67  274 6207    3]
3053,[ 288 6117 9174 9531]
3020,[  56 9475  353 5664  130 6235  887]
3054,[ 288 9475 6144]
3022,[91 49  3]
3044,[168]
3028,[6264 9475  353 5343  146 6113]
3059,[6117   49 6168 1558 3143  887]
3026,[6113 6217  287  132  821 6198  958 3491 9475]
3029,"[6168  287 9475 6117 6271 4873    7 6120    0  132   49  130   25  204
 6113 6122  274]"
3027,[ 281 2037 6122    7 6113  130 9475   16   67 6120]
3031,[   0  353 9475]
3030,[6266 3721 6117  132    7 9475 6264 4873   49 2392]
3033,[2306 6117  132  353 1558 7816]
3034,[3143]
3035,"[1558 6168  274  130    3 2306 6217  287 6144 6113   49   67 6254 6120
 3491   35 2220 4873 6207  281 6271 6106 9475]"
3065,"[1558 4873  821 2306 6151 6122   68 5343  353 6310 3721 6145  132   25
  288   16 6117]"
3040,[132]
3096,[6117  132   86 2306  288 6249 2037  287   49 7719 9567]
3045,[6272 3721 6120  132 2306   16 6122   67 6198 6113]
3037,"[6145 6117 6149   67  353    7 9475   91 1066 6134  288 6254 6113    2
 6235 3143    3   53]"
3038,[6254 6113 9475  132 6144   49 6155 6207  288 2220   16]
3039,[6269 6113 6144    3   50  288  132 6120]
3041,[6117  333    0 6106]
3052,[6113 6122 5973  281]
3042,[6271  132 6113 2392  281 3491   16  353]
3108,[ 287 1558 6113 2820 9475]
3100,"[ 283    7   56   85 6260  288    1  132 1986 6278 7962 5265 6117 6168
 2037   49 6274   86   28 2144 7903 7508 3721 6122    2  150 6149 7481
  130 7616    0 6151 5664 6155 6359 1558    4 2306  131 2075 9322 6113
 7504 2392 1209 7757 7916 7719   50 7866 7543 7816 8078 7760 6269 8018
 7600 8099 8059 9174 9176 9144 7424 9304  175 8736 9434 9288 9210 9514
   68 9555  168 9353 9510 9606 9373 9610 9701 9679 9668 9792 9393 9521
 9503  281 9690 9446 9149]"
5826,[6113 9288 1558 9668 9620 6155 8165]
3047,[6254  281    4 6120  288    3]
3048,"[6117 1558 6120    3  287    7 2306  131 6271 6269 6144   16 3491  158
 6278 9475]"
3049,[   0  353 6117  288 2306 6266 3721]
3060,[6254 6120 2220 6113 2820  353  288    4 6117 6106 6149]
3104,[ 288    7  204   50 3721 6117]
3051,[6117 6198    4 9636   68 6359 9679]
3117,"[ 333 2306   49   86    3 1558 6117  288    4 6269 6151 6120  168  287
 7481  158]"
3110,[6274    2  805  287   16 3721  130  168 1558  288    7]
3062,[6254 6120    0 6266]
3061,[6274 6120   50 6117  288    3]
3066,[6120 1558    4 4873 9475]
3064,[ 49 158]
3075,[6278 2306    3   16  132 9475  353   56   67   49 6117  281 6120]
3067,[3491 1558 6269    3    4 2820 9475]
3068,[6217 2306    4   68   49    3 3721 6122  130 6113 6168 6207 2220]
3069,[2306 6113 3721 5973 2037   16 9475 6106  288]
3070,[ 288   16 6168 3721]
3071,[6117 6120 6244  130    0 9475 6271   67 1558  287 6269    1]
3072,[ 168   49 6117  158  287   35]
3073,[6271    7  132 1558  287   56 9475    4  283]
3114,[6117  288 6134  958 2820 9475 6217    4  132]
3076,[6278 3721  991]
3116,[ 168   67 6122]
3078,[ 353  287 6264 5343 6243]
3082,[6278]
3080,[ 1 49]
3081,[6168]
3083,[  54    1  168 3721  132 6117  274   49 2306 6168 7846]
3120,[   0 6168  353  130 3721  288 9475   56  991 6120  287   16]
3093,[6122 6269 6168  887  132  288 6207 6134   86   16]
3094,"[6280 6168 6113 2820 6217 6249 6117  132   67 6155 3491 4873  861 2392
 6106    3]"
3099,[6266    0  887 2144]
3101,[6113 3721 6117 6106 6271  130    7 2306]
3097,[   0  288 6269 6144 6122  861]
3129,[2144 6117 5664   16 7481  158 8153 6359 7504]
3105,[ 204    4  164 6144 5664  821 9475  288 6106  333 6207 6290]
3988,[7481    1 7600]
3107,"[  49    4 6113  991  287 6117 6168    2  130 6249 2220 9475  342 6151
  288 2129]"
3111,[ 130  287 6264  146 9149]
3133,[6290  132 6117 2306 6120 2392  287  130 6217]
3113,[6280 6117  287 6113  130 6168   67 6207]
3121,[ 288 9475 2144 2220 5265]
3124,[6120 6280    7 5265  130  288  132]
3123,[6288   16 6113 6120 6117 1558  821  288   67   25    4    0]
3122,[   0 3721 6288 6120 6117]
3128,[ 288 7635 7602]
3151,[6115]
3125,[ 287 1558 9475 6269 2220]
3126,[  35 6120  287 6117 1558 9475]
3127,"[ 132 3721  288  287 6271 9475 6249    0 2220    7 4873  283    4 6155
 6207  158  227 6113]"
3131,"[ 353 6280 6122 6117  288  821 6235 6271  287  861 2220  887 6113 6310
 9475 6208 6321]"
3132,"[5664  274    4  353    7  288 3721 2220 6117   35 6278 1104  283  158
    2]"
3136,"[  35  168  130 6269  353  293 6144 6217 6122    3    0 3721  132 6207
    7  288 6113 6359]"
3137,"[6292 2306  287 6117   16 4873 3721 2037  130   67 6155  353  288  131
 6209 6269  887]"
3140,[   7 6134  288]
3141,"[6117  353    7 6207  287 6269 2220  158  100   16  288   49 9475 6278
 1558  274 7636 4873]"
3142,[   0 2306  353 6217 6117 2144   56 6288 6113 6249]
3144,[   0 2306 6117 2392]
3145,[0 4]
3146,"[6117  287 6266 6207 3491 6145 2750 9475 6113 6115  132    4 2082 6254
 6269    2  158  288 9563]"
3175,[  67 6155 6310 4873 3721 6280 5343   16  130 6106 3491]
3149,[6297 6144 6249   16 6117 3721    3 6115  274   86 6207 2075]
3150,[2075 6117  132  288 2220 9475]
3152,[   0 2820 1558 4873 6117 6115  288 2306 1986 1209  100  281    7]
3153,"[6254    2 6280 6155 6117  132 6115  287  821 6274 2306 6144  288  168
 6151 6120  274  100 6269 6122  333  131   54    4 1558 2392 2220 6207
 6106    0 9475]"
3154,[6249    0 2306  353 6117 6134 1209  288   16]
3160,[6249 6151 6168   49  288   35 6269 6292   16  283]
3181,[6117 5343 6207 6106 6280 2220 4873 2082  130  353  274 6151]
3157,"[7636 6269 7719 6290 6217  353 6207 6155 6120  861 2082 6264 6122    3
  288 6113 2220 9475    0 6271 7346 6278 4873  130 6168 7424 6359 7481
 6321 7816 7903 7504 3721  132    2 8052  333 7760 8026]"
3184,"[ 353 5343 6274 2220 3721 6117  821   54  288    4  281  132 2820   67
    0]"
3163,"[6302 6207 2306  132 2820 6145 6117 6217 6235    3  288 2082    2 2392
 3721 6304  274 9475  958 1558 6115 6249  353]"
3177,"[6313 5343  353  132 6117    0 6310  130 9475  288 6207 4873 2392   49
 6168 6217 3721 6155    1  958 6288]"
3188,[ 326  274 9475 6115]
3162,"[   4    0 6144 1209 2075 6117  353 2392   67  288 6145    3 6217  132
 6288 6122 6249]"
3164,"[   0  132    2 2082 6117 3721    3   25 9475 2392 1558  288  274   49
 6113    7 6249 6269  130]"
4284,"[   7 7958  132 7481 6278  274  288 7636 9475 6113 1558 6144 3721 8009
 2075    0 6168 7719 8192 7600]"
3191,[   0   49   68 5343 6115 6117 6155   16 6145]
3192,[ 353 6306 6168 3721  132 6117  288]
3169,[6307  132 6117  288  281 1558 6144 2820   16]
3171,[ 353  132  288 1558  131 6274 6297 6310 2220]
3172,[6266 6235 6144 6280  287 6155 6207 2220  168 6217  274 6208 1558]
3174,[ 281    4 6155   67 6269  353 2220 6106]
3179,[ 326 2820   56  288  130 9475 3491]
3173,[   7  132  287   28 7496 9475 7866 7846 7851    0  158  333 7871]
3176,[   0 6297 4873 2306 6269 6274  353 1558 6117 2820 2392]
3178,[   7 2144  326  288 6117 6249 6297]
3180,[ 7 49  0  1]
3182,[6310 9475 6322]
3183,[  67 2037]
3189,[6117  132]
3194,[6269 6117   16  132  274 5664 9475  288 6306 6106 2820  164  227   49]
3190,[ 287 2306  132    4 6310 9475]
3198,[ 288 6117 9475 6122]
3195,[0 1]
3239,[ 168  288 6278 5343 6151 6254]
3197,[5343    0 6145 6117 3491]
3199,[6168 6106 6266  288  164 6269 9475 6322 6310 6278 6115]
3200,[6306]
3240,[3721   72 3491 6117  288 6151 6326]
3202,[ 101 2075  132   49 6168 6217    1  329 6113]
3203,[6306 6280]
3204,[6321 6310  132 6117  353   50]
3209,[   1 6322 6117 6115   49 2306   35 2392]
3210,[6321 5973 6117 6266 6122  164 9475 7346 7504    4  288    2 7567]
3222,[6322 6235  288 6310  287  353 9475]
3212,"[9475 6321  353 6322   67 6115  132   16   49 5973 6266 3721  281 6278
    0   35 6359  130 6168]"
3217,[6144    0  146 6115   50 5343 9475 6117 2220  288  353 6297 6235 6326]
3214,[6278 6322   56  104    0 7945 6359]
4986,[  1 283]
3228,"[ 132 6115 3721 5973  204 2220  333 2392 6168 6117 6271 6207 6326 6254
  288]"
3216,[ 287 1558 1986  958 7424]
3219,[6321 3721]
3220,[6321 1558 6120  288 4873 6266   67 6269 6310    4 6088]
3221,[6120    4    3]
3224,[6322  132 6145   49 1986    7 7757 7846 9475 7916 6106 7636    0]
3223,[ 288   49  287 6235   86 6155    4 2392 6113 6156]
3227,[6322 6117 6271]
3225,[6322 2220 9475]
3226,[ 353 5343 6115 6168]
3229,[3721  132   49  288 9475]
3231,[6278]
3233,[6106  132 6117  288 2820 9475    4  168 2220    7]
3234,[ 132 9475  287 6322 2392 6326]
3235,[ 132    0    2 2392 6249 1558   50]
3249,[6322   49  353]
3295,[9475 6168   56  333 6310 1209  287]
3237,[ 288 6326  353 6117 6322  287 5343    0]
3238,[6168    1 6117 6269 6322 6280  287 2750 6144  168  132 6113 9434 9475]
5212,[9498 7424 9144 2170 7636 6155 9112 8736 3491 9288 9475 1558]
5208,[7424 6113    1 7636 7600 9475]
3268,[6249 6359 6168 6310 2220 6151 6266  288    7 6134 6254 9475  283 3721]
3243,[6144    0  353 1558    3 6266]
3247,"[2392 6254 6322  131    2 2082 3491  353  288  887 9475  333 6269 2220
 6310    0  168]"
3245,[6326  288 6122   16]
3248,"[6278 7508  991  353 6099 5343 4259   49 2820  861 1730 2209 6102    1
 2392 6117 9475 6321 1558  130    0    7 6322  288 6145  132 6168    4
 6359  505 9728 9571]"
3244,[6321  288 6117 6144 6274 6151   49   86 7875 6155 7719]
3246,[6117]
3250,[2306  288]
3252,[3491 2220   72 4873 6117 6297 6310 6155    0 3143]
3255,[ 887  132 6168  130    4  274 1558 6269  288  287  283 6254 6310]
3251,[6254  281   49 2392 6269]
3253,[2306  132  353 1209]
3254,[288]
3257,[2820 6278 6117   56  132]
3261,"[6117    1 6322   68   16  132  288   49  333 6244  293 6151  287 6359
 2750    0 6144 9174 9393]"
3259,[   0 2392  132 2220 6310 4151 6249  353]
3260,[ 132 2306]
3291,"[6244  130  353  288 6168 6235   29  274   25 6122 6217    4   49 6359
 2392 6117 6278  287 1558 6144 6155 6269 2220   16]"
3292,"[6168  281  274 1209 6120 6117    7 2220 1986 6244 2820 3143 9475 6269
  288 6694 6278  130   16]"
3294,[6168  287 6431 6269 6144 6117    1]
3293,[ 130 5343  353  287   44]
4049,[ 168 7346]
3266,[6321   50  353 6155 8117]
3267,[6359 6117 6144  887   50  333   16 6310    7  288]
3269,[6254 6310 6117 6168  288  274]
3281,[6207  288 6269    3  132  287 6310 6168 6254 1558]
3299,[6145 5343]
3317,[6117  288 6322  281  283 6359 6235  287 6254 3721  206 2220]
3300,"[6694  887 6310 4873 2392 6117 9475  288  287  281 6359 6155   16    4
  132]"
3273,[6122    0    4  132 6117    1 6235  288]
3274,[3143 9475 6207  281 6321 6359 6235 6168 6106 7567]
3275,[ 132 6359  130 3491   72]
3276,[6254    4 6134 6151 6266 1986]
3277,[   0 3721 6310 2306 6117 1986   16 6431 2075 6144 9475]
3279,[ 132 6117 6155    0  288  130 2075 6310  287 2392 6168 6244]
4542,[   0    1 1558  100 6359  287 7504 8133 7636]
3278,[6431 1986 6168    0 6144]
3282,[  56  132 6168 9475]
3280,[6278 9475  130 6359    0 6431 3721  287  353 1772 6115 7567]
3287,"[2220 6207 3143 6359 6269 6117  353 6155  887    4    7 2820    2 2392
 6249 6310 1558 9475  274 6280 1986  288 6694 6134]"
3283,[ 353 5343 2392 6359  287 9475 6431 9567]
3284,[9475 6321 6359  132 6278 6322  281 6117]
3285,[6359  132   49]
3286,[ 130 6235 6278 1558 6321 6431    4 6117    3 9475]
3288,[2220 6694    4 6431 1558  288  333  132]
3289,[ 288 6431  132 2144]
3296,[6694 5343 2075 2392  130 1209    4 6144 2306   49]
3298,[6712 6322 2820 6310 6117  288]
3302,[6278 6694  887 6244 9475 6117    4  288]
3301,[9475 6310 6207 6117 2392  288   16 3143  283]
3303,[2820 6771 5343 6144  130 6266 6122]
3305,[1]
3304,"[ 333 3143 6359   49 6207  287 6144 6168 6122 6254  288 2220  887  130
 2037    0    2 6278    1 7504 8816 9149 9571 9583]"
3306,[1]
3307,[353]
3308,[1]
3309,[1]
3341,[7036 6322 6431   50 3721 6144  132  960 9475]
3338,[   1 6322 6269   56]
3311,[1]
3312,[1]
3313,[   1 3721 6359]
3314,[6322]
3315,[   0 2306 6322  288 6117   16    2  353  287 2075   49    3]
3316,[ 132 1209 6359]
3345,[6168 6269 6310  132 6254 2820 4873  287]
3320,[3143]
3321,"[6771  274  333  130   49 6235 6359  287 6168  132 2220  288    7   68
 6145 6554  158 2392  281 6322  353 9475 6088]"
3322,[ 287  353 6269 6326 5343]
3736,[6278]
3735,[1]
3326,[6243  287 6122 6155 5343  353  130]
3324,[6168   49 6122 6278  288 6431    3  287   16 6322]
3342,[4873 6976 2306  132 5343  288 3721 6274 6310   16    7 6322   28]
3327,[6117 6269  287 3721 6254 2392 2220    2  288]
3328,[7036  204 2220  287 6244 6269 2392 6322 1209 6254]
3329,[ 353  130 1558  288  283 2392  287 6244 6243]
3360,[6168  887 6244    4 6322  130 6359 2220 2750]
3366,[6322]
3335,[2220  274  288 1558 1209 6117 6168 2820 6151  132]
3332,"[6151 1986  283  288   49 2392 6269 6274 6168 1209  293  287   16 6431
    7]"
3334,[6244 6321  287 3721 2220 6310  274 6359  206    0 6249]
3336,[  16  287    1  132 6278 2170]
3337,"[2820 2306 6322  132 6280  287 6310 6321 6269    2  353  887 6244 2392
  288   49  207]"
3339,[   0 2220 6122 6431 6359 6266]
3340,[6431  333 6269   49  353  887  283 1558  288  130 3143 6254 6694  274]
3344,[ 274    7 6322  132 1986 6168 6280 6694 6120    4  283 2750]
3346,[6321 6359  130 6976 6243    1 6322   49  132  274  288 9531 9475 7346]
3347,"[6976 2220 6322 6168  132  274 3143 6431    0  288 2129  168 7600 8736
 4151 9174   68]"
3348,[6322  287  887 6244  132  283   56 6144    1]
3349,[6322  887  353  283 6269  287 2220 1558 6694  130 6254]
3350,[6322]
3351,[6244 6976]
3352,[6168 6976  287 2750  283  132 1558    4 6254]
3353,[  49  132 6269  287 6322 6254 6554    3  130 6168  288]
3354,"[6155 2820 2220 6168  288  283 6269  131  287 6144  204 6254 6321    4
 6694]"
3355,[6322  283  104 9288 9267 9620 9668]
3356,[6168 6310 2820 2220  287    4]
3357,[ 288 2220  287  283]
4534,[7346 1558 9475    7 7636 8018 7508]
3359,[288]
3361,[6976  274  288 6168]
3367,[288]
3368,[6254 3721 3143 6269 6168 6274    2  281 2220  288 6310  206]
3369,[2220 6144 6168 6155  287 5973 4873 6322    4 6254]
3370,[6145 6269 6310  274  206 2392 6254]
3371,[6122 6310  287]
3372,[6322  131 6243]
3373,[6151 4873 6168    0 6155 6359  288 6292 9475]
3374,[6359  353 6149    7 6155  288]
3375,"[6773  288 6322   16 1209 6168    1 6235    2    4 2820 1558 6310  131
   44  281 6976 6155 3721    3 6115 6280 6244]"
3376,[ 288 6310 6155    7 2220 7616 7636 7643 7424]
3379,[2220 6274  287 6321  288 3721 6235    1 6322 7427]
3382,"[  29    1 2099  274   13    0 1209  130   35 2243  342  132  298 2075
  372   84   14   49   44 1793   72 2144  161   67  266  101 3721 2750
 2820   50 6254 1558  353 6322 2220 6155 9475 6168  168 2306  958  288
    4   16  333   56 8117 6113 7600 6274 3491 6260 7986 9503    7 9620
 6321 9288 9267 9217]"
4585,[8494 6359 1558 8133    1 7719 3721  131 8060 7600]
3411,[7294 6244 6359  333  288 1558  131]
3378,[6168 2220 6254 6122 2820 6310   49   16    1   56]
3381,[ 288  353    2    4 2820  287 2750 6168 6254 9475 6243 6431 6113]
3412,[ 288 1558 6168 6269 4873 6694]
3413,[ 288 6976]
3384,"[   0    1 4873 6322 9475    4 6168 6145  288   16  353  287 1986  960
 1558 6431 6310]"
3385,[6976 2220 6168   16  288 9475 7036 3143]
3415,[ 287    1   56 2820    0  353 2220   16  131 9475 6269]
3387,[6322 6976 6243 6431 2220 6321]
3388,"[6322    1 2750    4 3721  283 6269 6168 2075   16  353 6431  287   53
  505]"
3391,[6321    4 6155  288 6254    1]
3394,[6168  287 2220    2 6322 9475 3721 4873    4  288]
3395,[ 288    4 6431]
3397,[16]
3398,[ 288 6235]
3436,[6321 6144 8133 6113 6359]
3400,[6773 6144 6168 4873]
3401,[6254 2220]
3403,[ 287 2820 2220 1986 9475  274    4]
3405,[ 288   16 9475]
3406,[ 288 2220]
3407,"[7504 6207 6359 1558 1772 3721  353 6134 6235 6155 6326 2082 6168 6321
 6249 6290 6269    7  287  130 7567 6278]"
3414,[   0 1209 2306 1558 7294 6144  288  131 6310 2220 9475]
3408,[6976   16 9475 6269 6431 6134 7294    4 6310]
3416,[6168 6235    4  288 9475 1558 6156 4772 7346]
3417,[ 288 6235 1558   49    7 6122]
3450,"[7730  861 6145 6359 2750 2392  164 3721   49 6155    0 6207 6321 6106
 6247  293 6088  288 2129 7346]"
3419,[   0  281  960 7294  887]
3420,[   0  319   49 6145   29 1558 9475    4 7294 7846]
3616,[7496    1 1558 6168 7405 6249 2820  288 3721]
3464,[7364 4873  288 6168   49 2306  353    0  132    4 6322  130  188 6712]
3421,"[   0    4   16   44 3721  288  132 9475   49  887 1558 6115  287 2220
  168  505]"
3422,[ 132 6168  287]
3457,[7331   16 2306 6976  130  287  146 6694]
3460,[6168  287 6310 6976 4873 6269 7346    0 2392]
3425,"[6322 6269 6134  353 1558 5343    4 6113 7325 3721  100  505 9475  287
 2750 6243    0 6694 1772   29]"
3434,"[1558 6321    0   56 6145  333   44  319  100 6310 6151 7294 5343 6144
 3721 2750  288  353   16  281   49  132 7325]"
3426,[ 505 6113 1558 3721  288]
3427,"[7325  353    4  288 6113  887 1558 2820 3721 6310  287 6156 6168  132
  168    1]"
3428,[   0  353 1558  204  100   49  505  101 6113]
3433,[9475  132  100   49  288 6151 2392 6168]
3429,[2220 2129  132  287    4  288 6168]
3430,[6290 6322  960  293   16]
3432,[ 288    2  287 6144  505 6155 9475  333 6113 6156 2220 6207  132 6243]
3438,[7346   16  287 6144 7294   50 6310 2392  100 9475 6168 6145]
3440,[2220 9475  353 6249]
3441,[6269  132  353 7346 9475 2220 6249]
3443,[9475 1558   56]
3482,[6168  288]
3445,[6297  887]
3993,[ 132   68 7346    7 9475  288 7643 1986 6113 6278  168]
3449,[   0 6168 3721   56  281 6310 2306]
3451,"[2220 6243 1558    0 2306  132 6106 6290 7504 7427 7616 6321 9475 7846
 2392 7892]"
3452,[3721  130    0 7331 6274 6694 2220  353  132 2392  204   44 6156]
3713,[7496    0 6144  288   49 7405    3 6310    7 7424]
4281,[7719  132 7962 1558 7481  281 7958 1986 7953 6168]
3463,[ 353 6155 6269  132   16 7370]
3461,[   1 6168    0]
3472,"[  49 7370 6322  353  887 6168    1  288  960  131   16 4873 3721 6694
 6249  293    4 6122 9475 6310]"
3462,"[7567 7294 6198 1558 6976  288 7346 6156  287  132 6269    4  274 6168
 6694    2    7 6106 6113    1 7504 6321    0 7636 6122 6278 7719    3
 9475 6359 9883 9728]"
3465,[7350  319 7331 2306  288  353 2392 6115  131 6694 6712 6120]
3466,[ 288   16 1558 2392 6168   49 2820  132 6310 7364 6694 7370]
3467,"[ 283    1  361  138  287  293   14   49  131  161  317    7  188   68
   16  207  158   37  304  279  315  887 7364  132 6168  505 1986  288
 6322    4 6155 3143  353]"
3470,[   0  132 2306  125  353    1  131 7370 6694]
3476,[   0 6145 6168 6274    7  288  204]
3473,[  56 6322 6310  353 6278  104 9267 7945 6359 9144]
3475,[2392  288  287 6694    1 6274  505    0  188  495 2220 6168   16 6254]
3477,[7294    0 6322    2 5343]
3474,[288  16 319   4]
3480,[6168 6322 3721 2220]
3483,[ 353  287 5343 6115]
3481,[6168  287]
3488,[3721 1558 6322    4    1 6168  288    2  168 3143 6269 4873  287]
3484,[6712 2392  287 6168 6310 9475 7346 2306]
3487,[6145 9475    4 2306    2  287 6278 3721  293 6310  274]
3485,"[4873   49    7 9475 6122 2037  287 3721 6168  288 7294 6144 2392  130
  274 2220  283 6207 7504 2750]"
3486,[6198   49   16 4873  287    4]
3489,[6168    1 6134    2 6322  132  283   49]
3502,[1]
3496,[6254  287 4873  132 6247 2220  887 6290  288  150   49]
4218,"[7757  333 7846    0 2220 7916 4873 6278  293 2392 6321 9393   68 7543
 6269 9634 9673  125]"
4219,[ 174 7481]
5721,[8310 9679 9534 4873 1558 9701 2220 9571 9335  283 6359]
3491,[7508  132 2306    1   49 2820   16 6168 6278    7 6359 7816]
3517,[6113 6168 2220]
3516,[6122  287 6113   16 2392 6310 6280 6254  130  353  495 6168 1772]
3494,"[   1  353   53 2392  287 7364   56    2  958 9475  283 6254 2306  130
  333 6168 6322 1986  132 6155 7346  887   49 6278    7   16  274 3491
 6249  168 6321 2820 1558    0 3721]"
3495,[6168    2 3721]
3497,[6321 6168 3721 2220 7294 5973]
3501,[6156 6254    1]
3498,"[   1 3721   49 6269  505  188   16 6168 6145   56    2 9475  132 6249
 7346    4 6278 1558    7 6122  288 2392 2220 7364 6217 7504 6359 3143
 6290 6254 7575 6155    3  158]"
3499,"[1558 7294    1  288   49 6322 6155 6144  132   56 6278 2820 2392 6249
 2075 6168 6122]"
3500,[ 287  353  288 6310 6278]
3503,"[6278  287 2220 6322 6168  353 9475 7346 7958   49 7508 4873 7846 8001
 6113    1 7543 9563 9288 9393 8310 9503 6359 6155 7643  283 7424 9620
 9519 9373]"
3504,[6278   56 6359  287 1558  281]
3508,[   2 6168 6155 6254 2820 6310 6145 6359 7424 7504  288]
3506,[ 132  287  333 9475 6310    7 7346]
3509,[7346 6274  287 6359    7  288 3491    0 1558 2392  274  164 6207]
3507,[ 132 2306 6144 6310]
3523,[132]
5326,[9304 9446 2220 6113 9531 9335 8059 6168 7643 9288]
3511,"[2392 7405 6274 6322 6249 6155 4873    1 2820 9475 2306  100   49    4
  132 6168 1772  288 7346 6310 6113 3491]"
3514,[  16  333  132 7364 7405  287 6278  130    7 2392]
3512,[7331 6168 6694  287  130   44]
3550,"[  56 6278 7427  132  353 7424 6144   16   49 2820 7405  281 6322 6310
 6168 7346 4873]"
3549,[132 287]
3515,"[4873 7851  132  288    4 7346   56    7 2392 7405   49 6156 6274 9475
 6249 6207  283 7424 3721 6113 6122 6168 7846]"
3518,"[ 326 9475    1  132 1558 2306 6144 3721  288    4 6249 6168 2820 3491
  131  287 6113]"
